ID,Nombre Formateado,Categoría Calificación,Década,Puntuación Ajustada,Fecha Procesamiento
128,coco,Mala,NaNs,NaN,2025-03-13
129,the-revenant,Regular,NaNs,NaN,2025-03-13
130,braveheart,Buena,NaNs,NaN,2025-03-13
131,whiplash,Regular,NaNs,NaN,2025-03-13
132,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
133,whiplash,Mala,NaNs,NaN,2025-03-13
134,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
135,whiplash,Buena,NaNs,NaN,2025-03-13
136,forrest-gump,Mala,NaNs,NaN,2025-03-13
137,the-matrix,Mala,NaNs,NaN,2025-03-13
138,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
139,the-silence-of-the-lambs,Regular,NaNs,NaN,2025-03-13
140,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
141,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
142,the-matrix,Regular,NaNs,NaN,2025-03-13
143,the-silence-of-the-lambs,Regular,NaNs,NaN,2025-03-13
144,django-unchained,Buena,NaNs,NaN,2025-03-13
145,whiplash,Mala,NaNs,NaN,2025-03-13
146,django-unchained,Mala,NaNs,NaN,2025-03-13
147,braveheart,Buena,NaNs,NaN,2025-03-13
148,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
149,the-matrix,Mala,NaNs,NaN,2025-03-13
150,the-lion-king,Mala,NaNs,NaN,2025-03-13
151,spider-man:-no-way-home,Regular,NaNs,NaN,2025-03-13
152,interstellar,Regular,NaNs,NaN,2025-03-13
153,titanic,Mala,NaNs,NaN,2025-03-13
154,inception,Mala,NaNs,NaN,2025-03-13
155,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
156,the-matrix,Regular,NaNs,NaN,2025-03-13
157,fight-club,Mala,NaNs,NaN,2025-03-13
158,titanic,Buena,NaNs,NaN,2025-03-13
159,the-social-network,Buena,NaNs,NaN,2025-03-13
160,gladiator,Regular,NaNs,NaN,2025-03-13
161,braveheart,Regular,NaNs,NaN,2025-03-13
162,the-matrix,Mala,NaNs,NaN,2025-03-13
163,parasite,Buena,NaNs,NaN,2025-03-13
164,fight-club,Regular,NaNs,NaN,2025-03-13
165,the-revenant,Buena,NaNs,NaN,2025-03-13
166,inception,Regular,NaNs,NaN,2025-03-13
167,the-social-network,Regular,NaNs,NaN,2025-03-13
168,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
169,gladiator,Regular,NaNs,NaN,2025-03-13
170,finding-nemo,Mala,NaNs,NaN,2025-03-13
171,pulp-fiction,Buena,NaNs,NaN,2025-03-13
172,gladiator,Buena,NaNs,NaN,2025-03-13
173,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
174,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
175,django-unchained,Mala,NaNs,NaN,2025-03-13
176,the-lion-king,Mala,NaNs,NaN,2025-03-13
177,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
178,the-dark-knight,Mala,NaNs,NaN,2025-03-13
179,spider-man:-no-way-home,Regular,NaNs,NaN,2025-03-13
180,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
181,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
182,schindler's-list,Buena,NaNs,NaN,2025-03-13
183,parasite,Mala,NaNs,NaN,2025-03-13
184,the-shawshank-redemption,Regular,NaNs,NaN,2025-03-13
185,interstellar,Regular,NaNs,NaN,2025-03-13
186,gladiator,Buena,NaNs,NaN,2025-03-13
187,inception,Buena,NaNs,NaN,2025-03-13
188,the-lord-of-the-rings,Regular,NaNs,NaN,2025-03-13
189,schindler's-list,Regular,NaNs,NaN,2025-03-13
190,fight-club,Regular,NaNs,NaN,2025-03-13
191,fight-club,Mala,NaNs,NaN,2025-03-13
192,fight-club,Mala,NaNs,NaN,2025-03-13
193,the-grand-budapest-hotel,Regular,NaNs,NaN,2025-03-13
194,coco,Mala,NaNs,NaN,2025-03-13
195,the-lion-king,Regular,NaNs,NaN,2025-03-13
196,finding-nemo,Mala,NaNs,NaN,2025-03-13
197,the-lion-king,Buena,NaNs,NaN,2025-03-13
198,the-social-network,Mala,NaNs,NaN,2025-03-13
199,toy-story,Buena,NaNs,NaN,2025-03-13
200,the-revenant,Regular,NaNs,NaN,2025-03-13
201,inception,Regular,NaNs,NaN,2025-03-13
202,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
203,the-lion-king,Mala,NaNs,NaN,2025-03-13
204,forrest-gump,Mala,NaNs,NaN,2025-03-13
205,the-dark-knight,Regular,NaNs,NaN,2025-03-13
206,mad-max:-fury-road,Mala,NaNs,NaN,2025-03-13
207,the-godfather,Buena,NaNs,NaN,2025-03-13
208,the-shawshank-redemption,Regular,NaNs,NaN,2025-03-13
209,jurassic-park,Mala,NaNs,NaN,2025-03-13
210,star-wars,Regular,NaNs,NaN,2025-03-13
211,star-wars,Buena,NaNs,NaN,2025-03-13
212,fight-club,Buena,NaNs,NaN,2025-03-13
213,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
214,jurassic-park,Buena,NaNs,NaN,2025-03-13
215,the-lion-king,Buena,NaNs,NaN,2025-03-13
216,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
217,fight-club,Mala,NaNs,NaN,2025-03-13
218,whiplash,Regular,NaNs,NaN,2025-03-13
219,the-grand-budapest-hotel,Regular,NaNs,NaN,2025-03-13
220,schindler's-list,Buena,NaNs,NaN,2025-03-13
221,gladiator,Regular,NaNs,NaN,2025-03-13
222,the-godfather,Regular,NaNs,NaN,2025-03-13
223,the-dark-knight,Buena,NaNs,NaN,2025-03-13
224,the-silence-of-the-lambs,Regular,NaNs,NaN,2025-03-13
225,forrest-gump,Regular,NaNs,NaN,2025-03-13
226,forrest-gump,Regular,NaNs,NaN,2025-03-13
227,avengers:-endgame,Regular,NaNs,NaN,2025-03-13
228,the-social-network,Buena,NaNs,NaN,2025-03-13
229,fight-club,Buena,NaNs,NaN,2025-03-13
230,the-dark-knight,Mala,NaNs,NaN,2025-03-13
231,the-revenant,Mala,NaNs,NaN,2025-03-13
232,titanic,Regular,NaNs,NaN,2025-03-13
233,mad-max:-fury-road,Regular,NaNs,NaN,2025-03-13
234,the-grand-budapest-hotel,Regular,NaNs,NaN,2025-03-13
235,the-revenant,Mala,NaNs,NaN,2025-03-13
236,django-unchained,Mala,NaNs,NaN,2025-03-13
237,spider-man:-no-way-home,Regular,NaNs,NaN,2025-03-13
238,finding-nemo,Buena,NaNs,NaN,2025-03-13
239,the-lion-king,Buena,NaNs,NaN,2025-03-13
240,finding-nemo,Mala,NaNs,NaN,2025-03-13
241,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
242,schindler's-list,Regular,NaNs,NaN,2025-03-13
243,finding-nemo,Mala,NaNs,NaN,2025-03-13
244,the-lion-king,Mala,NaNs,NaN,2025-03-13
245,pulp-fiction,Regular,NaNs,NaN,2025-03-13
246,the-dark-knight,Mala,NaNs,NaN,2025-03-13
247,interstellar,Mala,NaNs,NaN,2025-03-13
248,interstellar,Buena,NaNs,NaN,2025-03-13
249,the-silence-of-the-lambs,Regular,NaNs,NaN,2025-03-13
250,braveheart,Mala,NaNs,NaN,2025-03-13
251,interstellar,Mala,NaNs,NaN,2025-03-13
252,fight-club,Mala,NaNs,NaN,2025-03-13
253,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
254,whiplash,Mala,NaNs,NaN,2025-03-13
255,the-social-network,Mala,NaNs,NaN,2025-03-13
256,parasite,Buena,NaNs,NaN,2025-03-13
257,the-social-network,Mala,NaNs,NaN,2025-03-13
258,titanic,Regular,NaNs,NaN,2025-03-13
259,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
260,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
261,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
262,whiplash,Mala,NaNs,NaN,2025-03-13
263,the-grand-budapest-hotel,Regular,NaNs,NaN,2025-03-13
264,the-dark-knight,Mala,NaNs,NaN,2025-03-13
265,the-shawshank-redemption,Buena,NaNs,NaN,2025-03-13
266,braveheart,Buena,NaNs,NaN,2025-03-13
267,fight-club,Mala,NaNs,NaN,2025-03-13
268,inception,Regular,NaNs,NaN,2025-03-13
269,the-lion-king,Regular,NaNs,NaN,2025-03-13
270,the-dark-knight,Mala,NaNs,NaN,2025-03-13
271,parasite,Mala,NaNs,NaN,2025-03-13
272,braveheart,Buena,NaNs,NaN,2025-03-13
273,interstellar,Mala,NaNs,NaN,2025-03-13
274,coco,Mala,NaNs,NaN,2025-03-13
275,finding-nemo,Mala,NaNs,NaN,2025-03-13
276,jurassic-park,Mala,NaNs,NaN,2025-03-13
277,forrest-gump,Regular,NaNs,NaN,2025-03-13
278,mad-max:-fury-road,Mala,NaNs,NaN,2025-03-13
279,the-godfather,Buena,NaNs,NaN,2025-03-13
280,avengers:-endgame,Regular,NaNs,NaN,2025-03-13
281,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
282,pulp-fiction,Mala,NaNs,NaN,2025-03-13
283,django-unchained,Mala,NaNs,NaN,2025-03-13
284,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
285,whiplash,Regular,NaNs,NaN,2025-03-13
286,jurassic-park,Buena,NaNs,NaN,2025-03-13
287,finding-nemo,Mala,NaNs,NaN,2025-03-13
288,schindler's-list,Mala,NaNs,NaN,2025-03-13
289,coco,Mala,NaNs,NaN,2025-03-13
290,the-lion-king,Mala,NaNs,NaN,2025-03-13
291,pulp-fiction,Buena,NaNs,NaN,2025-03-13
292,star-wars,Buena,NaNs,NaN,2025-03-13
293,finding-nemo,Mala,NaNs,NaN,2025-03-13
294,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
295,the-social-network,Buena,NaNs,NaN,2025-03-13
296,the-lion-king,Regular,NaNs,NaN,2025-03-13
297,titanic,Regular,NaNs,NaN,2025-03-13
298,braveheart,Buena,NaNs,NaN,2025-03-13
299,whiplash,Buena,NaNs,NaN,2025-03-13
300,gladiator,Mala,NaNs,NaN,2025-03-13
301,the-revenant,Regular,NaNs,NaN,2025-03-13
302,the-lord-of-the-rings,Regular,NaNs,NaN,2025-03-13
303,the-dark-knight,Regular,NaNs,NaN,2025-03-13
304,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
305,the-shawshank-redemption,Regular,NaNs,NaN,2025-03-13
306,the-dark-knight,Regular,NaNs,NaN,2025-03-13
307,braveheart,Buena,NaNs,NaN,2025-03-13
308,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
309,the-dark-knight,Mala,NaNs,NaN,2025-03-13
310,inception,Mala,NaNs,NaN,2025-03-13
311,forrest-gump,Regular,NaNs,NaN,2025-03-13
312,the-silence-of-the-lambs,Regular,NaNs,NaN,2025-03-13
313,the-revenant,Buena,NaNs,NaN,2025-03-13
314,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
315,finding-nemo,Mala,NaNs,NaN,2025-03-13
316,titanic,Regular,NaNs,NaN,2025-03-13
317,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
318,the-dark-knight,Buena,NaNs,NaN,2025-03-13
319,coco,Buena,NaNs,NaN,2025-03-13
320,forrest-gump,Mala,NaNs,NaN,2025-03-13
321,the-social-network,Mala,NaNs,NaN,2025-03-13
322,gladiator,Buena,NaNs,NaN,2025-03-13
323,jurassic-park,Regular,NaNs,NaN,2025-03-13
324,the-lord-of-the-rings,Mala,NaNs,NaN,2025-03-13
325,parasite,Mala,NaNs,NaN,2025-03-13
326,inception,Mala,NaNs,NaN,2025-03-13
327,braveheart,Mala,NaNs,NaN,2025-03-13
328,spider-man:-no-way-home,Regular,NaNs,NaN,2025-03-13
329,star-wars,Buena,NaNs,NaN,2025-03-13
330,jurassic-park,Buena,NaNs,NaN,2025-03-13
331,gladiator,Mala,NaNs,NaN,2025-03-13
332,forrest-gump,Regular,NaNs,NaN,2025-03-13
333,braveheart,Mala,NaNs,NaN,2025-03-13
334,parasite,Mala,NaNs,NaN,2025-03-13
335,fight-club,Mala,NaNs,NaN,2025-03-13
336,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
337,forrest-gump,Buena,NaNs,NaN,2025-03-13
338,jurassic-park,Regular,NaNs,NaN,2025-03-13
339,the-matrix,Buena,NaNs,NaN,2025-03-13
340,the-matrix,Mala,NaNs,NaN,2025-03-13
341,forrest-gump,Buena,NaNs,NaN,2025-03-13
342,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
343,forrest-gump,Regular,NaNs,NaN,2025-03-13
344,schindler's-list,Buena,NaNs,NaN,2025-03-13
345,the-social-network,Mala,NaNs,NaN,2025-03-13
346,star-wars,Mala,NaNs,NaN,2025-03-13
347,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
348,the-lion-king,Mala,NaNs,NaN,2025-03-13
349,the-grand-budapest-hotel,Regular,NaNs,NaN,2025-03-13
350,finding-nemo,Buena,NaNs,NaN,2025-03-13
351,gladiator,Regular,NaNs,NaN,2025-03-13
352,the-social-network,Mala,NaNs,NaN,2025-03-13
353,inception,Mala,NaNs,NaN,2025-03-13
354,jurassic-park,Mala,NaNs,NaN,2025-03-13
355,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
356,django-unchained,Regular,NaNs,NaN,2025-03-13
357,pulp-fiction,Buena,NaNs,NaN,2025-03-13
358,fight-club,Mala,NaNs,NaN,2025-03-13
359,the-social-network,Regular,NaNs,NaN,2025-03-13
360,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
361,coco,Mala,NaNs,NaN,2025-03-13
362,the-social-network,Buena,NaNs,NaN,2025-03-13
363,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
364,whiplash,Buena,NaNs,NaN,2025-03-13
365,fight-club,Buena,NaNs,NaN,2025-03-13
366,the-godfather,Mala,NaNs,NaN,2025-03-13
367,pulp-fiction,Mala,NaNs,NaN,2025-03-13
368,parasite,Regular,NaNs,NaN,2025-03-13
369,finding-nemo,Mala,NaNs,NaN,2025-03-13
370,fight-club,Mala,NaNs,NaN,2025-03-13
371,star-wars,Buena,NaNs,NaN,2025-03-13
372,finding-nemo,Regular,NaNs,NaN,2025-03-13
373,schindler's-list,Mala,NaNs,NaN,2025-03-13
374,django-unchained,Regular,NaNs,NaN,2025-03-13
375,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
376,coco,Mala,NaNs,NaN,2025-03-13
377,the-matrix,Buena,NaNs,NaN,2025-03-13
378,pulp-fiction,Mala,NaNs,NaN,2025-03-13
379,the-lion-king,Mala,NaNs,NaN,2025-03-13
380,the-dark-knight,Buena,NaNs,NaN,2025-03-13
381,inception,Buena,NaNs,NaN,2025-03-13
382,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
383,the-shawshank-redemption,Buena,NaNs,NaN,2025-03-13
384,the-matrix,Mala,NaNs,NaN,2025-03-13
385,jurassic-park,Regular,NaNs,NaN,2025-03-13
386,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
387,the-dark-knight,Mala,NaNs,NaN,2025-03-13
388,star-wars,Mala,NaNs,NaN,2025-03-13
389,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
390,the-lion-king,Buena,NaNs,NaN,2025-03-13
391,gladiator,Mala,NaNs,NaN,2025-03-13
392,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
393,finding-nemo,Buena,NaNs,NaN,2025-03-13
394,titanic,Mala,NaNs,NaN,2025-03-13
395,the-silence-of-the-lambs,Regular,NaNs,NaN,2025-03-13
396,coco,Regular,NaNs,NaN,2025-03-13
397,django-unchained,Regular,NaNs,NaN,2025-03-13
398,toy-story,Mala,NaNs,NaN,2025-03-13
399,schindler's-list,Buena,NaNs,NaN,2025-03-13
400,mad-max:-fury-road,Regular,NaNs,NaN,2025-03-13
401,whiplash,Buena,NaNs,NaN,2025-03-13
402,fight-club,Mala,NaNs,NaN,2025-03-13
403,the-godfather,Mala,NaNs,NaN,2025-03-13
404,the-matrix,Regular,NaNs,NaN,2025-03-13
405,jurassic-park,Regular,NaNs,NaN,2025-03-13
406,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
407,interstellar,Buena,NaNs,NaN,2025-03-13
408,whiplash,Mala,NaNs,NaN,2025-03-13
409,the-matrix,Buena,NaNs,NaN,2025-03-13
410,whiplash,Mala,NaNs,NaN,2025-03-13
411,inception,Buena,NaNs,NaN,2025-03-13
412,whiplash,Buena,NaNs,NaN,2025-03-13
413,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
414,inception,Regular,NaNs,NaN,2025-03-13
415,the-lord-of-the-rings,Regular,NaNs,NaN,2025-03-13
416,star-wars,Regular,NaNs,NaN,2025-03-13
417,the-dark-knight,Buena,NaNs,NaN,2025-03-13
418,the-lion-king,Mala,NaNs,NaN,2025-03-13
419,jurassic-park,Regular,NaNs,NaN,2025-03-13
420,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
421,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
422,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
423,django-unchained,Mala,NaNs,NaN,2025-03-13
424,pulp-fiction,Buena,NaNs,NaN,2025-03-13
425,gladiator,Regular,NaNs,NaN,2025-03-13
426,coco,Mala,NaNs,NaN,2025-03-13
427,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
428,the-matrix,Mala,NaNs,NaN,2025-03-13
429,parasite,Buena,NaNs,NaN,2025-03-13
430,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
431,the-revenant,Buena,NaNs,NaN,2025-03-13
432,django-unchained,Mala,NaNs,NaN,2025-03-13
433,braveheart,Mala,NaNs,NaN,2025-03-13
434,the-lion-king,Mala,NaNs,NaN,2025-03-13
435,the-matrix,Regular,NaNs,NaN,2025-03-13
436,inception,Mala,NaNs,NaN,2025-03-13
437,gladiator,Mala,NaNs,NaN,2025-03-13
438,braveheart,Buena,NaNs,NaN,2025-03-13
439,schindler's-list,Mala,NaNs,NaN,2025-03-13
440,the-revenant,Buena,NaNs,NaN,2025-03-13
441,coco,Regular,NaNs,NaN,2025-03-13
442,coco,Buena,NaNs,NaN,2025-03-13
443,pulp-fiction,Mala,NaNs,NaN,2025-03-13
444,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
445,toy-story,Mala,NaNs,NaN,2025-03-13
446,the-lion-king,Regular,NaNs,NaN,2025-03-13
447,braveheart,Buena,NaNs,NaN,2025-03-13
448,star-wars,Buena,NaNs,NaN,2025-03-13
449,toy-story,Mala,NaNs,NaN,2025-03-13
450,schindler's-list,Mala,NaNs,NaN,2025-03-13
451,titanic,Regular,NaNs,NaN,2025-03-13
452,inception,Mala,NaNs,NaN,2025-03-13
453,star-wars,Mala,NaNs,NaN,2025-03-13
454,forrest-gump,Mala,NaNs,NaN,2025-03-13
455,whiplash,Mala,NaNs,NaN,2025-03-13
456,jurassic-park,Mala,NaNs,NaN,2025-03-13
457,fight-club,Buena,NaNs,NaN,2025-03-13
458,whiplash,Mala,NaNs,NaN,2025-03-13
459,inception,Regular,NaNs,NaN,2025-03-13
460,the-matrix,Buena,NaNs,NaN,2025-03-13
461,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
462,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
463,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
464,braveheart,Regular,NaNs,NaN,2025-03-13
465,forrest-gump,Regular,NaNs,NaN,2025-03-13
466,avengers:-endgame,Buena,NaNs,NaN,2025-03-13
467,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
468,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
469,inception,Mala,NaNs,NaN,2025-03-13
470,the-silence-of-the-lambs,Regular,NaNs,NaN,2025-03-13
471,coco,Regular,NaNs,NaN,2025-03-13
472,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
473,django-unchained,Regular,NaNs,NaN,2025-03-13
474,whiplash,Regular,NaNs,NaN,2025-03-13
475,forrest-gump,Buena,NaNs,NaN,2025-03-13
476,finding-nemo,Regular,NaNs,NaN,2025-03-13
477,forrest-gump,Regular,NaNs,NaN,2025-03-13
478,schindler's-list,Regular,NaNs,NaN,2025-03-13
479,interstellar,Mala,NaNs,NaN,2025-03-13
480,coco,Buena,NaNs,NaN,2025-03-13
481,toy-story,Regular,NaNs,NaN,2025-03-13
482,parasite,Buena,NaNs,NaN,2025-03-13
483,parasite,Mala,NaNs,NaN,2025-03-13
484,whiplash,Mala,NaNs,NaN,2025-03-13
485,django-unchained,Buena,NaNs,NaN,2025-03-13
486,schindler's-list,Buena,NaNs,NaN,2025-03-13
487,the-social-network,Mala,NaNs,NaN,2025-03-13
488,fight-club,Buena,NaNs,NaN,2025-03-13
489,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
490,coco,Buena,NaNs,NaN,2025-03-13
491,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
492,schindler's-list,Regular,NaNs,NaN,2025-03-13
493,the-godfather,Mala,NaNs,NaN,2025-03-13
494,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
495,gladiator,Mala,NaNs,NaN,2025-03-13
496,toy-story,Buena,NaNs,NaN,2025-03-13
497,coco,Mala,NaNs,NaN,2025-03-13
498,titanic,Buena,NaNs,NaN,2025-03-13
499,toy-story,Regular,NaNs,NaN,2025-03-13
500,whiplash,Mala,NaNs,NaN,2025-03-13
501,gladiator,Regular,NaNs,NaN,2025-03-13
502,fight-club,Mala,NaNs,NaN,2025-03-13
503,pulp-fiction,Regular,NaNs,NaN,2025-03-13
504,the-godfather,Buena,NaNs,NaN,2025-03-13
505,the-social-network,Mala,NaNs,NaN,2025-03-13
506,inception,Regular,NaNs,NaN,2025-03-13
507,forrest-gump,Buena,NaNs,NaN,2025-03-13
508,parasite,Regular,NaNs,NaN,2025-03-13
509,star-wars,Mala,NaNs,NaN,2025-03-13
510,forrest-gump,Regular,NaNs,NaN,2025-03-13
511,braveheart,Regular,NaNs,NaN,2025-03-13
512,forrest-gump,Buena,NaNs,NaN,2025-03-13
513,toy-story,Buena,NaNs,NaN,2025-03-13
514,the-lion-king,Mala,NaNs,NaN,2025-03-13
515,the-lion-king,Buena,NaNs,NaN,2025-03-13
516,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
517,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
518,titanic,Buena,NaNs,NaN,2025-03-13
519,interstellar,Buena,NaNs,NaN,2025-03-13
520,the-revenant,Mala,NaNs,NaN,2025-03-13
521,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
522,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
523,the-social-network,Buena,NaNs,NaN,2025-03-13
524,the-social-network,Regular,NaNs,NaN,2025-03-13
525,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
526,the-social-network,Mala,NaNs,NaN,2025-03-13
527,interstellar,Mala,NaNs,NaN,2025-03-13
528,the-revenant,Mala,NaNs,NaN,2025-03-13
529,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
530,django-unchained,Buena,NaNs,NaN,2025-03-13
531,inception,Mala,NaNs,NaN,2025-03-13
532,finding-nemo,Mala,NaNs,NaN,2025-03-13
533,fight-club,Buena,NaNs,NaN,2025-03-13
534,the-godfather,Mala,NaNs,NaN,2025-03-13
535,the-godfather,Buena,NaNs,NaN,2025-03-13
536,finding-nemo,Buena,NaNs,NaN,2025-03-13
537,pulp-fiction,Regular,NaNs,NaN,2025-03-13
538,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
539,toy-story,Buena,NaNs,NaN,2025-03-13
540,pulp-fiction,Regular,NaNs,NaN,2025-03-13
541,jurassic-park,Regular,NaNs,NaN,2025-03-13
542,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
543,spider-man:-no-way-home,Regular,NaNs,NaN,2025-03-13
544,the-revenant,Mala,NaNs,NaN,2025-03-13
545,the-matrix,Regular,NaNs,NaN,2025-03-13
546,the-social-network,Mala,NaNs,NaN,2025-03-13
547,star-wars,Mala,NaNs,NaN,2025-03-13
548,parasite,Mala,NaNs,NaN,2025-03-13
549,whiplash,Buena,NaNs,NaN,2025-03-13
550,mad-max:-fury-road,Regular,NaNs,NaN,2025-03-13
551,fight-club,Regular,NaNs,NaN,2025-03-13
552,parasite,Buena,NaNs,NaN,2025-03-13
553,finding-nemo,Buena,NaNs,NaN,2025-03-13
554,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
555,the-godfather,Buena,NaNs,NaN,2025-03-13
556,coco,Mala,NaNs,NaN,2025-03-13
557,toy-story,Regular,NaNs,NaN,2025-03-13
558,gladiator,Regular,NaNs,NaN,2025-03-13
559,titanic,Buena,NaNs,NaN,2025-03-13
560,the-social-network,Mala,NaNs,NaN,2025-03-13
561,the-dark-knight,Buena,NaNs,NaN,2025-03-13
562,interstellar,Mala,NaNs,NaN,2025-03-13
563,whiplash,Buena,NaNs,NaN,2025-03-13
564,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
565,mad-max:-fury-road,Regular,NaNs,NaN,2025-03-13
566,gladiator,Buena,NaNs,NaN,2025-03-13
567,pulp-fiction,Mala,NaNs,NaN,2025-03-13
568,the-godfather,Mala,NaNs,NaN,2025-03-13
569,the-matrix,Mala,NaNs,NaN,2025-03-13
570,schindler's-list,Mala,NaNs,NaN,2025-03-13
571,titanic,Buena,NaNs,NaN,2025-03-13
572,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
573,pulp-fiction,Buena,NaNs,NaN,2025-03-13
574,forrest-gump,Regular,NaNs,NaN,2025-03-13
575,inception,Buena,NaNs,NaN,2025-03-13
576,the-revenant,Buena,NaNs,NaN,2025-03-13
577,gladiator,Buena,NaNs,NaN,2025-03-13
578,toy-story,Buena,NaNs,NaN,2025-03-13
579,the-godfather,Mala,NaNs,NaN,2025-03-13
580,forrest-gump,Mala,NaNs,NaN,2025-03-13
581,the-godfather,Mala,NaNs,NaN,2025-03-13
582,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
583,whiplash,Mala,NaNs,NaN,2025-03-13
584,the-silence-of-the-lambs,Regular,NaNs,NaN,2025-03-13
585,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
586,interstellar,Mala,NaNs,NaN,2025-03-13
587,parasite,Regular,NaNs,NaN,2025-03-13
588,whiplash,Buena,NaNs,NaN,2025-03-13
589,braveheart,Regular,NaNs,NaN,2025-03-13
590,braveheart,Regular,NaNs,NaN,2025-03-13
591,the-godfather,Buena,NaNs,NaN,2025-03-13
592,the-godfather,Mala,NaNs,NaN,2025-03-13
593,pulp-fiction,Regular,NaNs,NaN,2025-03-13
594,finding-nemo,Regular,NaNs,NaN,2025-03-13
595,the-matrix,Mala,NaNs,NaN,2025-03-13
596,parasite,Mala,NaNs,NaN,2025-03-13
597,finding-nemo,Regular,NaNs,NaN,2025-03-13
598,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
599,coco,Buena,NaNs,NaN,2025-03-13
600,finding-nemo,Regular,NaNs,NaN,2025-03-13
601,spider-man:-no-way-home,Regular,NaNs,NaN,2025-03-13
602,the-dark-knight,Regular,NaNs,NaN,2025-03-13
603,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
604,toy-story,Mala,NaNs,NaN,2025-03-13
605,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
606,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
